"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / GUA-BAJARAMDA-SUKINDA BELT (WESTERN BELT)","","21","22","85","86","SUBAERIAL","","","s 21 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOLCANIC ROCK","","","EXTENSIVELY ALTERED","","WHOLE_ROCK [5790] ","48.69","1.47","","14.85","","4.1","9.36","","8.37","6.94","0.2","","0.63","2.05","0.12","","","","","","","","","","","","","","","","2.51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184204",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / GUA-BAJARAMDA-SUKINDA BELT (WESTERN BELT)","","21","22","85","86","SUBAERIAL","","","s 22 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOLCANIC ROCK","","","EXTENSIVELY ALTERED","","WHOLE_ROCK [5790] ","54.53","0.48","","15.91","","2.84","6.03","","8.32","6.56","0.14","","0.63","2.11","0.03","","","","","","","","","","","","","","","","2.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184205",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / GUA-BAJARAMDA-SUKINDA BELT (WESTERN BELT)","","21","22","85","86","SUBAERIAL","","","s 23 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOLCANIC ROCK","","","EXTENSIVELY ALTERED","","WHOLE_ROCK [5790] ","59.52","0.56","","14.17","","3.25","5.04","","7.17","4.48","0.13","","0.63","1.61","0.03","","","","","","","","","","","","","","","","2.57","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.2","","140","155","","","54","86","","","","","","","","25","200","20","114","6","","","","","","","","","","","","","310","18.2","36.7","","","3.14","0.83","","0.48","","","","","1.85","0.26","2.68","","","","","","","","","","","","4.89","","","","","","","","","","","","","","","","","","","","","","","","","","184206",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / GUA-BAJARAMDA-SUKINDA BELT (WESTERN BELT)","","21","22","85","86","SUBAERIAL","","","s 24 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOLCANIC ROCK","","","EXTENSIVELY ALTERED","","WHOLE_ROCK [5790] ","62.03","0.69","","12.53","","3.11","4.95","","9","3","0.12","","1.34","1.35","0.03","","","","","","","","","","","","","","","","2.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.8","","133","120","","","61","46","","","","","","","","40","162","26","162","9","","","","","","","","","","","","","241","24.9","58.1","","","4.41","1.23","","0.74","","","","","2.3","0.32","4.24","","","","","","","","","","","","5.77","","","","","","","","","","","","","","","","","","","","","","","","","","184207",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / GUA-BAJARAMDA-SUKINDA BELT (WESTERN BELT)","","21","22","85","86","SUBAERIAL","","","s 25 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOLCANIC ROCK","","","EXTENSIVELY ALTERED","","WHOLE_ROCK [5790] ","51.85","0.99","","13.86","","1.99","10.44","","9.96","6.05","0.19","","0.75","1.48","0.04","","","","","","","","","","","","","","","","1.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.4","","291","143","","","72","101","","","","","","","","37","159","28","93","3","","","","","","","","","","","","","236","8.48","19.8","","","2.67","0.96","","0.65","","","","","2.54","0.38","2.38","","","","","","","","","","","","1.89","","","","","","","","","","","","","","","","","","","","","","","","","","184208",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / GUA-BAJARAMDA-SUKINDA BELT (WESTERN BELT)","","21","22","85","86","SUBAERIAL","","","s 26 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOLCANIC ROCK","","","EXTENSIVELY ALTERED","","WHOLE_ROCK [5790] ","52.56","0.51","","12.86","","1.76","8.01","","10.06","9.05","0.18","","1.44","1.36","0.03","","","","","","","","","","","","","","","","2.54","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.4","","200","450","","","76","91","","","","","","","","62","80","14","66","4","","","","","","","","","","","","","149","8.26","15.3","","","1.58","0.55","","0.46","","","","","1.43","0.18","1.41","","","","","","","","","","","","1.65","","","","","","","","","","","","","","","","","","","","","","","","","","184209",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / GUA-BAJARAMDA-SUKINDA BELT (WESTERN BELT)","","21","22","85","86","SUBAERIAL","","","s 27 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOLCANIC ROCK","","","EXTENSIVELY ALTERED","","WHOLE_ROCK [5790] ","47.83","2.96","","15.06","","4.21","10.44","","7.86","4.18","0.2","","1.8","1.57","0.09","","","","","","","","","","","","","","","","2.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","","408","23","","","55","54","","","","","","","","83","191","64","335","19","","","","","","","","","","","","","445","36.7","83.6","","","8.6","2.42","","1.62","","","","","5.86","0.9","8.53","","","","","","","","","","","","6.73","","","","","","","","","","","","","","","","","","","","","","","","","","184210",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / GUA-BAJARAMDA-SUKINDA BELT (WESTERN BELT)","","21","22","85","86","SUBAERIAL","","","s 28 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOLCANIC ROCK","","","EXTENSIVELY ALTERED","","WHOLE_ROCK [5790] ","57.05","0.57","","12.36","","4.23","5.5","","6.31","7.56","0.16","","1.75","1.66","0.02","","","","","","","","","","","","","","","","2.81","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.7","","178","403","","","57","107","","","","","","","","52","149","20","105","4","","","","","","","","","","","","","413","13.7","31.9","","","2.9","0.62","","0.45","","","","","1.81","0.3","2.51","","","","","","","","","","","","3.51","","","","","","","","","","","","","","","","","","","","","","","","","","184211",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / GUA-BAJARAMDA-SUKINDA BELT (WESTERN BELT)","","21","22","85","86","SUBAERIAL","","","s 29 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOLCANIC ROCK","","","EXTENSIVELY ALTERED","","WHOLE_ROCK [5790] ","57.38","0.5","","12.39","","2.62","5.78","","8.42","6.8","0.13","","0.97","1.53","0.02","","","","","","","","","","","","","","","","2.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","32","","171","438","","","57","123","","","","","","","","30","129","20","107","6","","","","","","","","","","","","","275","13.5","27.8","","","2.32","0.75","","0.37","","","","","1.94","0.29","2.67","","","","","","","","","","","","3.2","","","","","","","","","","","","","","","","","","","","","","","","","","184212",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / GUA-BAJARAMDA-SUKINDA BELT (WESTERN BELT)","","21","22","85","86","SUBAERIAL","","","s 30 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOLCANIC ROCK","","","EXTENSIVELY ALTERED","","WHOLE_ROCK [5790] ","62.19","0.5","","12.14","","1.6","5.78","","6.03","7.21","0.13","","0.48","1.96","0.03","","","","","","","","","","","","","","","","2.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.7","","132","410","","","62","108","","","","","","","","13","98","18","111","5","","","","","","","","","","","","","96","11.8","24.4","","","2.3","0.26","","0.39","","","","","1.58","0.2","2.58","","","","","","","","","","","","2.99","","","","","","","","","","","","","","","","","","","","","","","","","","184213",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / GUA-BAJARAMDA-SUKINDA BELT (WESTERN BELT)","","21","22","85","86","SUBAERIAL","","","s 31 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOLCANIC ROCK","","","EXTENSIVELY ALTERED","","WHOLE_ROCK [5790] ","53.33","0.96","","15.01","","2.47","6.48","","11.35","6.16","0.21","","0.39","1.8","0.02","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.4","","257","512","","","77","148","","","","","","","","12","169","22","65","5","","","","","","","","","","","","","0","3.68","9.14","","","2.17","0.78","","0.55","","","","","2.09","0.29","1.52","","","","","","","","","","","","0.44","","","","","","","","","","","","","","","","","","","","","","","","","","184214",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / GUA-BAJARAMDA-SUKINDA BELT (WESTERN BELT)","","21","22","85","86","SUBAERIAL","","","s 32 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOLCANIC ROCK","","","EXTENSIVELY ALTERED","","WHOLE_ROCK [5790] ","49.18","0.81","","15.69","","3.64","8.78","","11.63","5.73","0.22","","0.28","1.6","0.03","","","","","","","","","","","","","","","","2.69","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.1","","252","63","","","79","64","","","","","","","","15","147","22","69","5","","","","","","","","","","","","","0","6.5","16.2","","","2.41","0.98","","0.5","","","","","1.97","0.34","1.56","","","","","","","","","","","","0.83","","","","","","","","","","","","","","","","","","","","","","","","","","184215",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / GUA-BAJARAMDA-SUKINDA BELT (WESTERN BELT)","","21","22","85","86","SUBAERIAL","","","s 33 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOLCANIC ROCK","","","EXTENSIVELY ALTERED","","WHOLE_ROCK [5790] ","56.61","0.43","","13.53","","4.09","5.4","","6.6","6.47","0.14","","0.9","1.37","0.03","","","","","","","","","","","","","","","","4.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.7","","190","400","","","","0","","","","","","","","26","508","16","85","4","","","","","","","","","","","","","248","8.45","17.7","","","1.65","0.51","","0.27","","","","","1.13","0.19","1.54","","","","","","","","","","","","1.96","","","","","","","","","","","","","","","","","","","","","","","","","","184216",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / GUA-BAJARAMDA-SUKINDA BELT (WESTERN BELT)","","21","22","85","86","SUBAERIAL","","","s 34 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOLCANIC ROCK","","","EXTENSIVELY ALTERED","","WHOLE_ROCK [5790] ","53.94","1.11","","14.72","","3.61","6.66","","7.29","5.1","0.15","","0.9","1.66","0.23","","","","","","","","","","","","","","","","3.53","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.5","","140","34","","","","14","","","","","","","","26","420","18","83","4","","","","","","","","","","","","","260","37.5","77.5","","","6.68","1.51","","1.14","","","","","4.95","0.73","6.52","","","","","","","","","","","","8.23","","","","","","","","","","","","","","","","","","","","","","","","","","184217",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / EASTERN IRON ORE BELT","NORTHWEST OF SUKINDA","21","23","86","87","SUBAERIAL","","","s 35 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOLCANIC ROCK","","","EXTENSIVELY ALTERED","","WHOLE_ROCK [5790] ","44.49","0.64","","10.25","","4.77","7.56","","10.7","12.98","0.23","","0.25","1.05","0.01","","","","","","","","","","","","","","","","2.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.5","","215","865","","","66","155","","","","","","","","10","164","16","57","4","","","","","","","","","","","","","0","3.1","8.03","","","1.6","0.72","","0.37","","","","","1.46","0.23","1.18","","","","","","","","","","","","0.39","","","","","","","","","","","","","","","","","","","","","","","","","","184218",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / EASTERN IRON ORE BELT","NORTHWEST OF SUKINDA","21","23","86","87","SUBAERIAL","","","s 36 [5790]","KOMATIITE [5790]","","","","ARCHEAN [5790]","","","","CUMULATE [5790] ","VOLCANIC ROCK","","","EXTENSIVELY ALTERED","","WHOLE_ROCK [5790] ","37.36","0.22","","2.68","","8.21","3.96","","4.22","29.36","0.14","","0.01","0.01","0","","","","","","","","","","","","","","","","14.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.1","","105","4760","","","132","1478","","","","","","","","0","64","0","30","0","","","","","","","","","","","","","0","1.04","","","","0.51","0.22","","","","","","","0.47","0.08","0.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184219",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / EASTERN IRON ORE BELT","NORTHWEST OF SUKINDA","21","23","86","87","SUBAERIAL","","","s 37 [5790]","KOMATIITE [5790]","","","","ARCHEAN [5790]","","","","","VOLCANIC ROCK","","","EXTENSIVELY ALTERED","","WHOLE_ROCK [5790] ","41.44","0.19","","2.71","","4.4","4.05","","1.83","32.51","0.12","","0.01","0.01","0.04","","","","","","","","","","","","","","","","12.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","","","2140","","","120","1620","","","","","","","","6","","","","","","","","","","","","","","","","","0","2.1","6.89","","","0.51","0.2","","0.17","","","","","0.53","0.08","0.37","","","","","","","","","","","","0.25","","","","","","","","","","","","","","","","","","","","","","","","","","184220",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / EASTERN IRON ORE BELT","NORTHWEST OF SUKINDA","21","23","86","87","SUBAERIAL","","","s 38 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOLCANIC ROCK","","","EXTENSIVELY ALTERED","","WHOLE_ROCK [5790] ","57.49","0.51","","10.3","","3.22","5.85","","8.9","9.71","0.13","","1.36","1.23","0.02","","","","","","","","","","","","","","","","2.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.3","","174","653","","","70","162","","","","","","","","11","105","15","65","5","","","","","","","","","","","","","55","6.55","14.4","","","1.47","0.59","","0.39","","","","","1.77","0.23","1.47","","","","","","","","","","","","1.61","","","","","","","","","","","","","","","","","","","","","","","","","","184221",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / EASTERN IRON ORE BELT","NORTHWEST OF SUKINDA","21","23","86","87","SUBAERIAL","","","s 39 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOLCANIC ROCK","","","EXTENSIVELY ALTERED","","WHOLE_ROCK [5790] ","51.74","0.42","","8.78","","2.97","7.92","","10.04","12.02","0.11","","0.04","1.59","0.02","","","","","","","","","","","","","","","","1.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","","","2130","","","119","1590","","","","","","","","","","","","","","","","","","","","","","","","","","1.88","6.38","","","0.54","0.21","","0.16","","","","","0.76","0.95","0.43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184222",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / EASTERN IRON ORE BELT","NORTHWEST OF SUKINDA","21","23","86","87","SUBAERIAL","","","s 40 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOLCANIC ROCK","","","EXTENSIVELY ALTERED","","WHOLE_ROCK [5790] ","49.89","1.09","","14.71","","3.17","10.35","","10.14","6.54","0.19","","0.24","1.64","0.09","","","","","","","","","","","","","","","","1.43","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","","","180","","","83","63","","","","","","","","21","","","","","","","","","","","","","","","","","","4.59","12.7","","","2.64","0.97","","0.6","","","","","2.26","0.34","1.78","","","","","","","","","","","","0.61","","","","","","","","","","","","","","","","","","","","","","","","","","184223",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / EASTERN IRON ORE BELT","NORTHWEST OF SUKINDA","21","23","86","87","SUBAERIAL","","","s 41 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOLCANIC ROCK","","","EXTENSIVELY ALTERED","","WHOLE_ROCK [5790] ","52.43","1.45","","14.62","","2.89","9.63","","8.53","6.66","0.19","","0.24","1.75","0.16","","","","","","","","","","","","","","","","0.84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184224",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / EASTERN IRON ORE BELT","NORTHWEST OF SUKINDA","21","23","86","87","SUBAERIAL","","","s 42 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOLCANIC ROCK","","","EXTENSIVELY ALTERED","","WHOLE_ROCK [5790] ","51.5","0.56","","13.6","","2.26","8.37","","11.49","8.19","0.16","","0.48","1.57","0.09","","","","","","","","","","","","","","","","1.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.3","","233","523","","","70","152","","","","","","","","39","150","13","50","3","","","","","","","","","","","","","77","2.66","9.63","","","1.24","0.57","","0.27","","","","","1.36","0.28","0.73","","","","","","","","","","","","0.34","","","","","","","","","","","","","","","","","","","","","","","","","","184225",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / EASTERN IRON ORE BELT","NORTHWEST OF SUKINDA","21","23","86","87","SUBAERIAL","","","s 43 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOLCANIC ROCK","","","EXTENSIVELY ALTERED","","WHOLE_ROCK [5790] ","54.14","0.65","","13.41","","4.67","7.02","","8.65","8.8","0.17","","0.22","1.61","0.02","","","","","","","","","","","","","","","","1.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.7","","211","474","","","58","73","","","","","","","","18","113","22","90","6","","","","","","","","","","","","","0","13","26.2","","","2.84","1.03","","0.5","","","","","2","0.33","2.08","","","","","","","","","","","","2.88","","","","","","","","","","","","","","","","","","","","","","","","","","184226",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / EASTERN IRON ORE BELT","NORTHWEST OF SUKINDA","21","23","86","87","SUBAERIAL","","","s 44 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOLCANIC ROCK","","","EXTENSIVELY ALTERED","","WHOLE_ROCK [5790] ","48.35","0.65","","16.31","","2.99","8.91","","10.26","9.02","0.15","","0.42","1.59","0.02","","","","","","","","","","","","","","","","1.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.1","","257","248","","","82","125","","","","","","","","37","150","17","57","4","","","","","","","","","","","","","0","2.57","6.31","","","1.5","0.61","","0.34","","","","","1.77","0.28","1.25","","","","","","","","","","","","0.33","","","","","","","","","","","","","","","","","","","","","","","","","","184227",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / EASTERN IRON ORE BELT","NORTHWEST OF SUKINDA","21","23","86","87","SUBAERIAL","","","s 45 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOLCANIC ROCK","","","EXTENSIVELY ALTERED","","WHOLE_ROCK [5790] ","53.32","0.45","","14.43","","1.73","8.57","","10.12","8.34","0.17","","0.19","1.62","0.02","","","","","","","","","","","","","","","","1.33","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.8","","231","482","","","57","125","","","","","","","","14","79","14","47","0","","","","","","","","","","","","","0","1.23","0","","","1.14","0.52","","0.26","","","","","1.3","0.19","0.92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184228",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / EASTERN IRON ORE BELT","NORTHWEST OF SUKINDA","21","23","86","87","SUBAERIAL","","","s 46 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOLCANIC ROCK","","","EXTENSIVELY ALTERED","","WHOLE_ROCK [5790] ","52.86","0.74","","14.52","","7.41","6.39","","8.25","6.24","0.16","","0.38","1.62","0.1","","","","","","","","","","","","","","","","1.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.7","","225","507","","","115","206","","","","","","","","39","67","20","97","8","","","","","","","","","","","","","0","5.89","12.6","","","1.38","0.51","","0.3","","","","","0.72","0.06","0.79","","","","","","","","","","","","1.32","","","","","","","","","","","","","","","","","","","","","","","","","","184229",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / EASTERN IRON ORE BELT","NORTHWEST OF SUKINDA","21","23","86","87","SUBAERIAL","","","s 47 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOLCANIC ROCK","","","EXTENSIVELY ALTERED","","WHOLE_ROCK [5790] ","49.59","1.81","","14.57","","5.82","9.45","","9.21","5.75","0.14","","0.58","1.36","0.02","","","","","","","","","","","","","","","","1.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.4","","307","122","","","74","83","","","","","","","","42","120","42","202","10","","","","","","","","","","","","","174","18.6","41.3","","","5.55","1.83","","1.02","","","","","4.14","0.68","5.21","","","","","","","","","","","","3.25","","","","","","","","","","","","","","","","","","","","","","","","","","184230",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / EASTERN IRON ORE BELT","NORTHWEST OF SUKINDA","21","23","86","87","SUBAERIAL","","","s 48 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOLCANIC ROCK","","","EXTENSIVELY ALTERED","","WHOLE_ROCK [5790] ","51.33","0.63","","13.09","","5.82","8.37","","11.33","8.14","0.16","","0.24","1.11","0.03","","","","","","","","","","","","","","","","1.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.4","","185","694","","","76","137","","","","","","","","9","159","15","73","3","","","","","","","","","","","","","63","6.07","16","","","2.06","0.84","","0.44","","","","","1.25","0.19","1.89","","","","","","","","","","","","1.04","","","","","","","","","","","","","","","","","","","","","","","","","","184231",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / EASTERN IRON ORE BELT","NORTHWEST OF SUKINDA","21","23","86","87","SUBAERIAL","","","s 49 [5790]","KOMATIITE [5790]","","","","ARCHEAN [5790]","","","","CUMULATE [5790] ","VOLCANIC ROCK","","","EXTENSIVELY ALTERED","","WHOLE_ROCK [5790] ","44.28","0.01","","2.9","","4.83","4.14","","1.95","33.6","0.13","","0.1","0.26","0.01","","","","","","","","","","","","","","","","9.83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184232",
"[5790]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / EASTERN IRON ORE BELT","NORTHWEST OF SUKINDA","21","23","86","87","SUBAERIAL","","","s 50 [5790]","BASALT [5790]","","","","ARCHEAN [5790]","","","","","VOLCANIC ROCK","","","EXTENSIVELY ALTERED","","WHOLE_ROCK [5790] ","54.78","0.96","","14.54","","3.18","6.12","","7.55","6.6","0.13","","1.71","1.68","0.26","","","","","","","","","","","","","","","","1.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184233",
